#
# THESE LIMITS DO NOT HAVE A DUT TEST POINT
#

#
# Name, unit, value_type (string, integer, float), limit_type (lower, upper, both, equality, none), equality_limit, lower_limit, upper_limit
#

# ifconfig and verify
P5VK_3,A,float,both,,4.5,5.5
#TOUCH_PANEL_P5VL_1,A,float,both,,4.5,5.5
#TOUCH_PANEL_P5VL_2,A,float,both,,4.5,5.5
#TOUCH_PANEL_P5VL_3,A,float,both,,4.5,5.5

# 3.3V
STEERING_3V_P3V3A_1,A,float,both,,3.1,3.5
STEERING_3V_P3V3A_2,A,float,both,,3.1,3.5
STEERING_3V_P3V3A_3,A,float,both,,3.1,3.5
STRT_PAUSE_P3V3B_1,A,float,both,,3.1,3.5
STRT_PAUSE_P3V3B_2,A,float,both,,3.1,3.5
STRT_PAUSE_P3V3B_3,A,float,both,,3.1,3.5
#DISPLAY_P3V3C_1,A,float,both,,3.1,3.5
#DISPLAY_P3V3C_2,A,float,both,,3.1,3.5
#DISPLAY_P3V3C_3,A,float,both,,3.1,3.5

# 3.3v
STER_ENA_1,A,float,both,,3.0,3.6
STER_MTR_DIS_1,A,float,both,,3.0,3.6
STER_PWMA_1,A,float,both,,3.0,3.6
STER_PWMB_1,A,float,both,,3.0,3.6
MASTER_POWER_OUT_1,A,float,both,,3.0,3.6

STER_FLT_1,A,integer,equality,1,,

# -5v = 0v, +5v = 3.3v ANALOG TEST LIMITS
STER_CUR_1,A,float,equality,0,,
STER_CUR_2,A,float,both,,3.1,3.5

#
# DEFINE THE 4-20MA_IN ANALOG TEST LIMITS
#
_4_20MA_IN_1_1,A,float,both,,0.0,0.7
_4_20MA_IN_1_2,A,float,both,,2.4,3.2
_4_20MA_IN_2_1,A,float,both,,0.0,0.7
_4_20MA_IN_2_2,A,float,both,,2.4,3.2

# USB
#USBEX_3N_1,A,float,none,,,
#USBEX_3P_1,A,float,none,,,
#USBEX_4N_1,A,float,none,,,
#USBEX_4P_1,A,float,none,,,

#
# DEFINE THE ABSOLUTE ENCODER TEST LIMITS (Digital Inputs)
#
ABSOLUTE_ENC_SPI_MISO_PLUS_1,A,integer,equality,1,,
ABSOLUTE_ENC_SPI_MISO_MINUS_1,A,integer,equality,0,,

ESTOP1_OUT_1,A,float,both,,0.0,0.1
ESTOP1_OUT_2,A,float,both,,0.0,0.1
ESTOP1_OUT_3,A,float,both,,20.5,24.5
ESTOP1_OUT_4,A,float,both,,0.0,0.1

#
# DEFINE THE TRACTION ENCODER DIGITAL TEST LIMITS (Digital Inputs)
#
ENCODER1_ACH_PLUS_1,A,integer,equality,1,,
ENCODER1_ACH_MINUS_1,A,integer,equality,0,,
ENCODER2_ACH_PLUS_1,A,integer,equality,1,,
ENCODER2_ACH_MINUS_1,A,integer,equality,0,,
ENCODER1_BCH_PLUS_1,A,integer,equality,1,,
ENCODER1_BCH_MINUS_1,A,integer,equality,0,,
ENCODER2_BCH_PLUS_1,A,integer,equality,1,,
ENCODER2_BCH_MINUS_1,A,integer,equality,0,,

ABSOLUTE_ENC_SPI_CLK_PLUS_1,A,float,both,,4.8,5.1
ABSOLUTE_ENC_SPI_CLK_PLUS_2,A,float,both,,0.0,0.25
ABSOLUTE_ENC_SPI_CLK_MINUS_1,A,float,both,,4.8,5.1
ABSOLUTE_ENC_SPI_CLK_MINUS_2,A,float,both,,0.0,0.25

#MCU_I2C_SDA_1,A,float,none,,,
#MCU_I2C_SCL_1,A,float,none,,,

C_ANL_1,A,float,both,,2.4,2.5
C_ANH_1,A,float,both,,2.4,2.5
C_ANL_2,A,float,both,,2.4,2.5
C_ANH_2,A,float,both,,2.4,2.5

#LVDS_BL_EN_1,A,float,none,,,
#LVDS_BL_CTL_1,A,float,none,,,

