#
# THESE LIMITS DO NOT HAVE A DUT TEST POINT
#

#
# Name, unit, value_type (string, integer, float), limit_type (lower, upper, both, equality, none), equality_limit, lower_limit, upper_limit
#

# ifconfig and verify
P12VC_2,A,float,none,,10.8,13.2
P12VC_3,A,float,none,,10.8,13.2
H_LIDAR_P12VD_1,A,float,none,,10.8,13.2
H_LIDAR_P12VD_2,A,float,none,,10.8,13.2
H_LIDAR_P12VD_3,A,float,none,,10.8,13.2
#LCD_POWER_P12VE_1,A,float,none,,10.8,13.2
#LCD_POWER_P12VE_2,A,float,none,,10.8,13.2
#LCD_POWER_P12VE_3,A,float,none,,10.8,13.2

RLAY12_1_PLUS_1,A,float,none,,10.8,13.2
RLAY12_1_MINUS_1,A,float,none,,10.8,13.2
RLAY12_2_PLUS_1,A,float,none,,10.8,13.2
RLAY12_2_MINUS_1,A,float,none,,10.8,13.2
RLAY12_1_PLUS_2,A,float,none,,10.8,13.2
RLAY12_1_MINUS_2,A,float,none,,10.8,13.2
RLAY12_2_PLUS_2,A,float,none,,10.8,13.2
RLAY12_2_MINUS_2,A,float,none,,10.8,13.2


# 5V
EXT_LTE_MODEM__USB_5V_1A_1,A,float,none,,4.5,5.5
EXT_LTE_MODEM__USB_5V_1A_2,A,float,none,,4.5,5.5
EXT_LTE_MODEM__USB_5V_1A_3,A,float,none,,4.5,5.5
#USB_5V_1B_1,A,float,none,,4.5,5.5
#USB_5V_1B_2,A,float,none,,4.5,5.5
#USB_5V_1B_3,A,float,none,,4.5,5.5
FRONT_CAM_P5VA_1,A,float,none,,4.5,5.5
FRONT_CAM_P5VA_2,A,float,none,,4.5,5.5
FRONT_CAM_P5VA_3,A,float,none,,4.5,5.5
RIGHT_CAM_P5VB_1,A,float,none,,4.5,5.5
RIGHT_CAM_P5VB_2,A,float,none,,4.5,5.5
RIGHT_CAM_P5VB_3,A,float,none,,4.5,5.5
LEFT_CAM_P5VC_1,A,float,none,,4.5,5.5
LEFT_CAM_P5VC_2,A,float,none,,4.5,5.5
LEFT_CAM_P5VC_3,A,float,none,,4.5,5.5
P5VD_1,A,float,none,,4.5,5.5
P5VD_2,A,float,none,,4.5,5.5
P5VD_3,A,float,none,,4.5,5.5
P5VE_1,A,float,none,,4.5,5.5
P5VE_2,A,float,none,,4.5,5.5
P5VE_3,A,float,none,,4.5,5.5
P5VF_1,A,float,none,,4.5,5.5
P5VF_2,A,float,none,,4.5,5.5
P5VF_3,A,float,none,,4.5,5.5
#P5VG_1,A,float,none,,4.5,5.5
#P5VG_2,A,float,none,,4.5,5.5
#P5VG_3,A,float,none,,4.5,5.5
#STEERING_P5VH_1,A,float,none,,4.5,5.5
#STEERING_P5VH_2,A,float,none,,4.5,5.5
#STEERING_P5VH_3,A,float,none,,4.5,5.5
ABSOLUTE_ENCODER_P5VI_1,A,float,none,,4.5,5.5
ABSOLUTE_ENCODER_P5VI_2,A,float,none,,4.5,5.5
ABSOLUTE_ENCODER_P5VI_3,A,float,none,,4.5,5.5
TRACTION_ENCODER_P5VJ_1,A,float,none,,4.5,5.5
TRACTION_ENCODER_P5VJ_2,A,float,none,,4.5,5.5
TRACTION_ENCODER_P5VJ_3,A,float,none,,4.5,5.5
P5VK_1,A,float,none,,4.5,5.5
P5VK_2,A,float,none,,4.5,5.5
P5VK_3,A,float,none,,4.5,5.5
TOUCH_PANEL_P5VL_1,A,float,none,,4.5,5.5
TOUCH_PANEL_P5VL_2,A,float,none,,4.5,5.5
TOUCH_PANEL_P5VL_3,A,float,none,,4.5,5.5

# 3.3V
STEERING_3V_P3V3A_1,A,float,none,,3.1,3.5
STEERING_3V_P3V3A_2,A,float,none,,3.1,3.5
STEERING_3V_P3V3A_3,A,float,none,,3.1,3.5
STRT_PAUSE_P3V3B_1,A,float,none,,3.1,3.5
STRT_PAUSE_P3V3B_2,A,float,none,,3.1,3.5
STRT_PAUSE_P3V3B_3,A,float,none,,3.1,3.5
#DISPLAY_P3V3C_1,A,float,none,,3.1,3.5
#DISPLAY_P3V3C_2,A,float,none,,3.1,3.5
#DISPLAY_P3V3C_3,A,float,none,,3.1,3.5

# 3.3v
STER_ENA_1,A,float,none,,3.0,3.6
STER_MTR_DIS_1,A,float,none,,3.0,3.6
STER_PWMA_1,A,float,none,,3.0,3.6
STER_PWMB_1,A,float,none,,3.0,3.6
MASTER_POWER_OUT_1,A,float,none,,3.0,3.6

STER_FLT_1,A,integer,none,1,,

# -5v = 0v, +5v = 3.3v ANALOG TEST LIMITS
STER_CUR_1,A,float,none,0,,
STER_CUR_2,A,float,none,,3.1,3.5

# USB
#USBEX_3N_1,A,float,none,,,
#USBEX_3P_1,A,float,none,,,
#USBEX_4N_1,A,float,none,,,
#USBEX_4P_1,A,float,none,,,

#
# DEFINE THE ABSOLUTE ENCODER TEST LIMITS (Digital Inputs)
#
ABSOLUTE_ENC_SPI_MISO_PLUS_1,A,integer,none,1,,
ABSOLUTE_ENC_SPI_MISO_MINUS_1,A,integer,none,0,,

#
# DEFINE THE 4-20MA_IN ANALOG TEST LIMITS
#
_4_20MA_IN_1_1,A,float,none,,0.0,0.6
_4_20MA_IN_1_2,A,float,none,,1.4,1.6
#_4_20MA_IN_2_1,A,float,none,,0.0,0.0
#_4_20MA_IN_2_2,A,float,none,,0.0,0.0

ESTOP_IN_1,A,integer,none,1,,
ESTOP_OUT_1,A,float,none,,15.3,15.5
ESTOP_OUT_2,A,float,none,,15.3,15.5

#
# DEFINE THE TRACTION ENCODER DIGITAL TEST LIMITS (Digital Inputs)
#
ENCODER1_ACH_PLUS_1,A,integer,none,1,,
ENCODER1_ACH_MINUS_1,A,integer,none,0,,
ENCODER2_ACH_PLUS_1,A,integer,none,1,,
ENCODER2_ACH_MINUS_1,A,integer,none,0,,
ENCODER1_BCH_PLUS_1,A,integer,none,1,,
ENCODER1_BCH_MINUS_1,A,integer,none,0,,
ENCODER2_BCH_PLUS_1,A,integer,none,1,,
ENCODER2_BCH_MINUS_1,A,integer,none,0,,

ABSOLUTE_ENC_SPI_CLK_PLUS_1,A,float,none,,4.8,5.1
ABSOLUTE_ENC_SPI_CLK_MINUS_1,A,float,none,,4.8,5.1

#MCU_I2C_SDA_1,A,float,none,,,
#MCU_I2C_SCL_1,A,float,none,,,

C_ANL_1,A,float,none,,2.4,2.5
C_ANH_1,A,float,none,,2.4,2.5
C_ANL_2,A,float,none,,2.4,2.5
C_ANH_2,A,float,none,,2.4,2.5

LVDS_BL_EN_1,A,float,none,,,
LVDS_BL_CTL_1,A,float,none,,,

